Point_ID,X_Position,Y_Position,Z_Position,Intensity,Return_Number,Number_of_Returns,Scan_Angle,Scan_Time,Classification
110,76.979909828793,966.2742977481859,16.762156384058446,37.50282566033757,3,3,-29.418289899937527,0.1692302309001269,3
111,289.75145291376805,970.0744566667069,26.2880701989326,195.18521526991677,1,2,7.854775587949391,0.04404833616254977,2
112,161.2212872540044,865.0710993753938,3.574839446586464,189.7799909014959,2,3,-1.505862490142242,0.18912548309806887,2
113,929.6976523425731,600.7921493396191,70.44236214774867,230.35195849523262,3,2,-9.180640881083363,0.6791027618365744,2
114,808.1203795644169,700.8656972438799,49.21166570858616,2.1639330812779694,3,1,7.652189396722562,0.0822436772512064,0
115,633.4037565104235,285.2058026804141,9.424306640452562,55.25448221719568,1,1,-26.837874324754985,0.5550370305569938,1
116,871.4605901877177,630.7704201726207,17.16939931284912,210.93261213255704,1,2,15.183782777244012,0.14641198790816667,2
117,803.6720768991145,455.64954943987743,10.253453811264402,170.99791296086852,4,4,-29.73123138481754,0.19568917358041937,1
118,186.57005888603584,482.0173397769325,61.259280827587645,228.06941269311514,4,4,-11.583855372458867,0.3930778832666987,0
119,892.5589984899777,757.7765603751579,9.42103636124938,14.580811905217963,4,2,0.23751826108070517,0.10082533605373134,1
120,539.3422419156507,281.91835559725166,75.42823330352161,152.22581125769292,3,4,-7.378664966006898,0.17320350278221286,0
121,807.4401551640625,318.03961169451986,2.0510919320391174,145.10687659788692,1,1,-11.551443887665052,0.34895241145135414,1
122,896.0912999234932,924.6417911286367,24.93757879958921,9.096976171935754,4,4,19.850108728085765,0.32966900549836686,0
123,318.00347497186385,56.22429485097224,89.06666758919071,130.9481296126833,3,2,26.089954456314537,0.7492714856757319,3
124,110.05192452767676,485.6342984133404,71.8531318122246,155.42767938403068,4,4,22.42276109435332,0.07478230512642436,0
125,227.93516254194168,912.8008004078617,7.296833292568772,48.77975942153734,2,2,1.345878782999982,0.8604507356663434,1
126,427.1077886262563,610.363007818157,82.11261044851797,69.69904369678905,3,1,23.04985051160898,0.8162321707394549,2
127,818.0147659224931,546.4070742121321,49.30351215402048,163.28857330592294,4,3,25.251693910892627,0.7659916396919384,3
128,860.7305832563435,249.7441792293552,84.67830271688292,119.41674163798938,4,1,-5.4456961771522785,0.3093723624631325,2
129,6.952130531190703,343.27548906444827,60.07397744503934,218.79348267992333,2,1,-12.993248429673272,0.8228817855407875,1
130,510.74730257756573,852.0484158046929,68.18330320328587,87.30735033234303,2,2,-24.10408765120078,0.1828020802892808,2
131,417.411003148779,559.2181317684582,99.35015603957082,67.99821288899129,4,1,-1.2544847370462584,0.12440920585502824,2
132,222.10781047073024,514.7421937567799,23.233554592401816,251.14081478793491,4,1,26.77781522630648,0.044956333489487355,0
133,119.8653673336828,99.57971354002892,62.394557476138836,232.33962138317128,1,4,3.654451684222259,0.9393103630055759,1
134,337.615171403628,16.02815645512312,46.032139005739836,7.393149974739864,4,2,10.053726107170299,0.3080108977052737,2
135,942.9097039125191,963.6851886870492,3.9451952922691436,196.53579690317432,4,4,-23.226970890489145,0.9176178801779059,2
136,323.2029320207552,376.98616728684163,1.4470641502865034,28.135367325426756,1,2,-21.388820151464625,0.2726135615193297,2
137,518.790621743366,603.2130620995043,11.922857781785867,7.008724681489593,1,4,-2.131604282419648,0.9075659593363495,1
138,703.0189588951779,79.71507318728499,64.90917405385481,69.79235657141896,4,4,27.075887939023545,0.9039290528460883,3
139,363.629602379294,683.1142857230466,56.71630879133922,68.6831991605816,1,3,-8.352921504508267,0.9236760450107129,2
140,971.7820827209607,932.5667087059609,55.34295611637275,208.92628439847599,3,1,22.649042479052014,0.49615343928419375,2
141,962.4472949421113,575.6652529974197,3.1856762528260085,181.22014771542297,2,4,-22.78268439445731,0.865946286798892,3
142,251.78229582536414,126.11532237541057,46.930299636000704,250.31040396966364,3,3,7.0210324160226065,0.9507658961673202,3
143,497.2485058923854,581.7215274734767,92.46228178425285,181.4357895795137,2,4,6.036778614631089,0.3246169418971795,3
144,300.8783098167697,766.3472131046524,39.75918693106466,106.65516608029222,2,4,21.59248500421611,0.4188744056825551,2
145,284.8404943774676,406.41653657401866,62.492246978845635,178.22655354103028,4,3,-29.80099773570591,0.719240187335744,0
146,36.88694735453279,879.8377479414678,77.98186756231435,254.86206213253254,2,3,-18.604099968145672,0.3003598217233009,1
147,609.5643339798969,648.6829533573645,78.39252791418876,181.08618005344465,3,3,-16.818742474231097,0.753809308912659,2
148,502.67902322886147,899.2489182892025,51.92800823952714,194.22874577498115,4,1,26.997965285444238,0.07389214521353393,3
149,51.47875124998935,623.5053112473372,85.79519454023364,239.28307887351613,1,1,-20.778380623806303,0.5234983842885422,3
150,278.64646423661145,131.28797200482424,39.137809336374694,28.981071634479253,3,4,-27.782258986766376,0.1223134840837452,3
151,908.2658859666537,309.69171110518914,88.86932147847983,179.71999482917036,4,1,2.06768968450848,0.29332347643667644,3
152,239.56189066697243,201.79494825245692,24.02271663955453,216.95551928169948,2,3,1.7135077460208983,0.258625392486472,0
153,144.89487209122308,908.8264977168623,28.021640699057105,243.3665430563277,3,2,20.642817922071856,0.8389320735626661,1
154,489.452760277563,760.4000672874827,5.31206241990011,53.79716887648334,2,1,26.931579010668123,0.19351725540619746,0
155,985.6504541106007,676.3983689100061,79.55818365422829,128.50189696968226,4,3,2.3127265284078575,0.8084479201591189,0
156,242.05527151150042,300.9663196316217,41.70552362327056,173.54148614934286,4,3,25.79965094517933,0.793960345907922,1
157,672.1355474058786,184.0447720502135,22.911661391139905,63.10427102284105,1,3,13.509549077989782,0.4988830555572299,2
158,761.6196153287176,756.4510879889118,23.179027761657967,153.12058012881988,1,3,-14.1264523202649,0.23384325559612962,2
159,237.63754399239966,474.15794587907965,90.13999412292331,65.68258953698984,3,4,25.705242656635576,0.22689633995622271,0
160,728.2163486118595,225.78955215062913,83.3916600461037,85.03154023557005,1,3,10.046590570912485,0.4649246471158478,1
161,367.7831327192532,616.6219781652751,55.35308853571833,112.58726761027059,2,3,-5.154244035441973,0.00880900739351631,3
162,632.3058305935795,40.333852138451974,61.61108004157211,134.94347518037458,2,4,10.814525071015844,0.5313507546113662,1
163,633.5297107608947,326.17025412825353,47.4325570550291,114.58829726441341,1,1,-5.921230335374947,0.9527795257670554,2
164,535.7746840747585,468.55699459113464,39.16665428788089,125.76485754592194,1,2,-23.148973920722444,0.1547068818625965,0
165,90.28977005440831,147.95833410940585,91.54768812183315,76.14013285351461,1,4,13.138724830613988,0.5733456214756034,3
166,835.302495589238,984.6544775908395,12.561270352030206,40.5360989757708,3,4,19.44525673024463,0.9617786886444568,2
167,320.78006497173584,209.09736458961424,41.8446789716228,12.074244218344056,3,1,13.72837194116326,0.8605221394916002,3
168,186.51851039985422,130.35313004326554,34.45619079878753,49.974574235375265,2,1,-16.253119934599408,0.8503801163813403,1
169,40.77514155476392,203.5348738868964,49.81507202511484,148.39562858397468,3,3,27.39810080865678,0.821849930396189,1
170,590.8929431882418,769.0611331597242,45.76318745451751,200.45943918979876,3,1,-28.484726298530646,0.3090236060561856,2
171,677.5643618422824,425.50565927184283,51.88895316510814,43.1581373479381,4,2,-10.038882157461565,0.8906168312668122,2
172,16.58782892785615,565.4159397525381,13.99189772269941,27.68161623202536,2,4,-14.39445392790627,0.9413403512331711,3
173,512.093058299281,21.009156986360743,51.31415015132771,191.0690419400588,2,2,-27.112426343108943,0.4957924232990394,3
174,226.49577519793795,34.43130857331455,24.241881388721087,77.81537428700886,1,3,-5.656218420679892,0.35457104725945876,1
175,645.1727904094498,445.8255498270162,18.433134898819127,242.63235700297489,4,2,7.3868904097664725,0.4142290156058561,0
176,174.36642900499143,816.6552432016235,6.483421878619122,182.15108250564512,1,3,22.95317180910608,0.3342064418312656,3
177,690.9377381024659,885.2388787075653,76.26525587561409,83.32279204697286,3,2,29.3813829714882,0.21241844202454008,1
178,386.7353463005374,86.70656759564022,42.744192085655996,73.83340068739476,2,4,18.485375184263887,0.6184484702528894,0
179,936.7299887367345,538.3631021010228,62.66436833117584,133.5430884991838,3,2,-1.8791688772305122,0.5625968862453229,2
180,137.52094414599324,913.2296862792705,72.75933433047433,20.181890410943403,3,1,13.422265558021842,0.4625850710392756,2
181,341.0663510502585,387.9727543978864,67.93166653135535,30.007510724551242,4,2,20.617427315378443,0.09584538668483178,3
182,113.47352124058906,829.5658314283686,47.05007190896823,44.84375973562909,4,4,-2.0815682148791197,0.7968929647059998,0
183,924.6936182785628,133.6956543994362,38.789852895172984,197.55451629266284,2,3,17.10326604152999,0.1749335627507892,1
184,877.339353380981,935.3944896677987,37.595990964066374,131.03362661362624,2,2,-1.0408549012273944,0.11456204339604814,3
185,257.9416277151556,751.4233175313027,64.00487969300563,2.6946163074829492,4,2,-6.8102405473966385,0.6230713954829474,1
186,659.9840460341791,941.3343927869017,49.47943549418734,171.74671450538779,4,1,1.5654502670256711,0.3986443612377232,0
187,817.2222002012159,676.6172335525065,84.91322479885106,108.04099555842676,4,3,10.551284257628694,0.05980847535232947,3
188,555.2008115994623,363.403931999427,87.47019843267121,130.26735306576848,4,3,13.612923379115841,0.3555683549610582,0
189,529.6505783560065,938.1811725247225,17.056037800651847,54.599642070298565,2,3,-8.59582386647353,0.7717803522849628,0
190,241.8522909004517,275.56677630917846,13.623365154572564,140.70446824049642,2,4,4.27921509336209,0.6152492052170976,0
191,93.1027678058992,332.17252206173254,63.04009260359995,249.68407613662959,3,4,24.592252444826826,0.3627860229869968,1
192,897.2157579533267,700.8084180017403,30.12257480622794,18.72839620646917,3,1,28.578774006638383,0.19180479163458808,2
193,900.4180571633304,765.3162995253863,1.857071876509886,72.39893691442981,3,2,-16.365114528962728,0.6317956208047733,3
194,633.1014572732679,929.4034838491539,88.86426693629551,61.96438617951159,2,4,-18.430130057199513,0.8875553009463553,1
195,339.0297910487007,204.8024090562095,22.690076724380827,63.380074241550794,1,3,10.601138005718909,0.6462727180159138,0
196,349.2095746126609,797.998035219224,92.92806516858091,96.57012117917121,3,2,-5.11896685059337,0.8129038546502242,1
197,725.9556788702394,738.5460533969634,71.74344508782536,208.61799510976272,1,2,-28.546659694911778,0.521527838554371,0
198,897.110259952577,63.79455625359787,76.26534899114843,232.77896594091877,1,2,-9.188287761162954,0.7179711067410288,0
199,887.0864242651173,387.22314121020696,20.14614957931604,51.564847302038196,1,1,18.404684608335124,0.8962267737783524,0
200,779.8755458576238,282.7654570600986,23.419442561681294,138.45223417676874,4,4,17.845615822990958,0.7731789782586551,0
201,642.0316461542877,304.4904243540304,52.12677538240658,162.40923790219748,2,4,-0.31889107100508696,0.9098539533981457,1
202,84.13996499504883,982.9468795547008,17.209985264986216,133.06600596278045,2,2,-1.6453239067478833,0.43113960211605984,0
203,161.62871409461377,642.7774134799279,30.543169268303227,110.68948052021449,3,1,4.770446546062651,0.9042202551270566,1
204,898.5541885270792,717.6761577934996,32.14624779478045,48.95375399410565,3,1,-16.836197366185438,0.6215672344817076,1
205,606.4290596595899,976.6176373150091,15.96299332527641,124.49593659580583,2,4,1.5626174934573278,0.8700487660816937,2
206,9.197051616629647,377.20178245763867,20.518283339516074,102.30978106638887,4,4,-29.337218396601095,0.0393765304378354,1
207,101.47154286603211,801.8401684528059,78.85518420082566,202.86865743807877,2,1,-1.4664267130119768,0.6578523819135361,2
208,663.5017691080558,434.53096330449534,16.719585454726836,194.71911158656377,1,3,-9.836937224964444,0.8479750788778987,2
209,5.061583846218687,869.5336718149798,2.8457391843922486,34.169663707446034,2,1,10.49217635421958,0.17420203364319975,2
210,160.80805141749866,180.6575413113032,62.93549426289384,22.572358403582232,4,3,8.301215049157655,0.6617869334649231,1
211,548.7337893665862,947.6861770642796,97.598311939245,231.57925552301327,2,4,-7.149847189031458,0.8249547142166315,2
212,691.8951976926933,218.77170841087968,33.12138146231214,136.5546391859469,2,1,-29.563621111284505,0.28794936963263706,3
213,651.9612595026006,326.22050698093153,11.86557031962523,218.7392390070606,2,1,-14.863582236302372,0.40524632790639203,0
214,224.26930946055978,756.1922341067805,57.03873253675308,14.828535744432292,1,1,8.000871011349737,0.5695177184992194,1
215,712.1792213475359,393.7551415654067,90.63542110956462,134.2614822130157,3,1,-25.65759941894973,0.5191676888845621,0
216,237.24908749680006,608.2113767664466,78.40617798284788,137.55376121694027,4,2,-23.54145468999217,0.039189393037135645,1
217,325.3996981592677,444.5735010694285,62.2515868412716,219.47901829824823,1,2,8.822101474025231,0.09867209808541344,2
218,746.4914051180241,742.3699370897818,31.50564966075994,24.890549548575414,2,4,15.346044056957538,0.10046657930436131,3
219,649.6328990472147,228.33125236861085,54.18801732762199,61.31361873735687,2,4,-10.707017519237276,0.262267905499175,2
220,849.223410494178,58.45798723687701,9.124484130425536,103.66727004118835,3,1,-0.6196160690062875,0.24586411280244924,1
221,657.6128923003433,299.9293974730662,67.894542428067,220.78957623208524,3,2,26.742681899019516,0.7422223837867996,2
222,568.3086033354716,474.30866486843024,72.50960188976508,239.41524534299458,3,4,26.73261373055817,0.5727443860161445,3
223,93.67476782809247,168.02005219267858,96.50316229099188,253.14477799637513,1,3,-11.549833532194192,0.7639760846452411,0
224,367.71580305943354,354.79728965638867,26.039735874507166,244.59433904692298,4,2,18.599272501025418,0.06989605741087013,0
225,265.20236768172543,399.98301829356853,1.8456419043022643,1.5151477403103752,3,2,5.636643168411531,0.48521423747160064,2
226,243.9896433790836,57.391843688273546,54.56084644271506,12.16562707073737,2,2,28.529069601022798,0.32377557926526945,1
227,973.0105547524456,583.3072481842046,70.67905043968145,37.63973888518511,4,1,-1.3431858173342128,0.8499393107557464,1
228,393.0977246667604,884.3434279712875,79.0407475882988,88.95983467641965,2,3,16.482412080933692,0.7077891569099033,0
229,892.0465551771133,151.7429129530524,19.37389330248106,211.62909790167447,2,1,16.08822777689226,0.8692584708267963,3
230,631.1386259972629,597.808013401514,26.175286903702364,227.6273298105475,4,4,-0.15402794201543202,0.04642712240606006,2
231,794.8113035416484,664.7392049108463,51.25909252672963,47.64277360511868,1,3,17.737806857838464,0.7208234895666005,2
232,502.6370931051921,419.33468041928836,33.060080997000185,158.01435866302572,4,1,-14.33758000158021,0.540008352159578,0
233,576.9038846263591,701.09758736427,86.05114865874451,233.92730619164553,3,2,-22.664817822586265,0.8250000290155658,1
234,492.5176938188639,410.731543491012,47.37601537387203,118.2515926624868,4,3,-4.4901753206810255,0.507160590925821,2
235,195.2429877980445,504.6372879774349,79.9578644102003,26.40361084795991,3,2,26.61783939801508,0.540209077901909,1
236,722.4521152615054,7.35304455442698,58.06197604823537,116.74248077157935,3,4,0.04467649215172642,0.05176738094206512,1
237,280.7723624408558,691.7201141346889,77.3090141617112,95.82770008345459,4,3,8.11554831881562,0.6685228650359667,0
238,24.315966431453838,661.3426789447244,33.267298653032384,147.3027889968318,4,4,7.449747354472521,0.27313987560505004,1
239,645.4722959071678,38.40087732634456,83.14166219303112,111.85796452381143,3,4,-22.045627963828174,0.01969392217882049,3
240,177.11067940704893,368.2501073951331,27.457231555102158,4.423211347698075,2,4,-6.582187057367385,0.06643716250603005,3
241,940.4585843529143,979.0318407916674,54.60988080032908,253.46942202048615,4,3,12.416338375312485,0.9572856089660257,0
